SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY,STATUS
5.0,kerosene,30.0,92.0,13.2,33.0,1
,kerosene,30.0,,14.2,32.0,1
,,,,,30.0,1
5.0,kerosene,30.0,89.0,12.3,28.0,1
5.0,kerosene,30.0,90.0,12.0,27.0,1
5.0,kerosene,,92.0,12.5,,1
5.0,kerosene,,,11.5,,1
5.0,kerosene,,107.0,12.3,24.0,1
5.0,kerosene,30.0,106.0,11.5,23.0,1
5.0,kerosene,30.0,88.0,,22.0,1
5.0,kerosene,30.0,87.0,,,1
5.0,kerosene,30.0,106.0,11.5,20.0,1
5.0,kerosene,30.0,87.0,12.3,19.0,1
5.0,kerosene,,86.0,11.6,18.0,1
,kerosene,30.0,85.0,,17.0,1
5.0,kerosene,,,10.9,16.0,1
5.0,kerosene,,90.0,,15.0,1
5.0,kerosene,30.0,89.0,10.7,14.0,1
5.0,kerosene,30.0,,,13.0,1
,kerosene,,85.0,10.7,12.0,1
5.0,,,92.0,10.9,11.0,1
5.0,kerosene,30.0,90.0,,10.0,1
5.0,kerosene,,97.0,11.8,9.0,1
5.0,kerosene,,,11.3,8.0,1
5.0,,,89.0,11.3,7.0,1
5.0,,30.0,87.0,11.0,6.0,1
5.0,kerosene,,,10.2,5.0,1
5.0,kerosene,30.0,,,4.0,1
5.0,kerosene,30.0,86.0,7.4,3.0,0
,kerosene,,78.0,4.5,2.0,0
5.0,kerosene,30.0,75.0,0.0,1.0,0
5.0,kerosene,40.0,104.0,,,0
5.0,kerosene,40.0,96.0,0.0,72.0,0
5.0,kerosene,40.0,96.0,,70.0,0
5.0,kerosene,40.0,,0.0,68.0,0
5.0,,40.0,96.0,1.3,67.0,0
5.0,kerosene,40.0,101.0,3.2,66.0,0
,kerosene,40.0,,4.5,65.0,0
5.0,kerosene,40.0,106.0,12.3,60.0,1
5.0,kerosene,40.0,107.0,9.2,55.0,1
,kerosene,40.0,,13.9,52.0,1
5.0,kerosene,,94.0,,51.0,1
,kerosene,40.0,,,,1
,,40.0,93.0,,48.0,1
5.0,,,,14.4,47.0,1
5.0,kerosene,40.0,107.0,14.5,46.0,1
5.0,kerosene,40.0,107.0,14.9,45.0,1
5.0,kerosene,40.0,107.0,15.2,44.0,1
5.0,kerosene,,,15.2,42.0,1
5.0,kerosene,40.0,108.0,14.8,40.0,1
5.0,,40.0,,14.4,38.0,1
5.0,kerosene,40.0,110.0,,36.0,1
5.0,,40.0,109.0,14.9,35.0,1
5.0,,40.0,107.0,14.4,34.0,1
,,40.0,108.0,14.4,33.0,1
5.0,kerosene,40.0,,14.5,32.0,1
,kerosene,40.0,91.0,14.9,,1
5.0,kerosene,,92.0,14.1,28.0,1
5.0,kerosene,40.0,,,27.0,1
5.0,kerosene,40.0,,13.5,26.0,1
5.0,kerosene,,92.0,13.5,25.0,1
5.0,kerosene,40.0,90.0,12.5,24.0,1
5.0,kerosene,40.0,90.0,12.3,23.0,1
5.0,kerosene,40.0,87.0,,22.0,1
,kerosene,,89.0,13.1,21.0,1
5.0,kerosene,40.0,90.0,12.3,20.0,1
5.0,kerosene,40.0,88.0,12.0,19.0,1
5.0,kerosene,40.0,86.0,,18.0,1
5.0,kerosene,40.0,,,17.0,1
5.0,kerosene,40.0,92.0,11.5,16.0,1
5.0,kerosene,40.0,91.0,10.4,15.0,1
5.0,kerosene,40.0,,10.9,14.0,1
5.0,kerosene,40.0,87.0,10.0,13.0,1
5.0,kerosene,40.0,90.0,10.0,12.0,1
5.0,kerosene,40.0,91.0,10.3,,1
5.0,kerosene,40.0,90.0,10.0,10.0,1
5.0,kerosene,40.0,91.0,11.3,9.0,1
,kerosene,40.0,,11.5,,1
5.0,,40.0,90.0,11.0,7.0,1
5.0,,40.0,87.0,11.2,6.0,1
5.0,,40.0,86.0,10.0,5.0,1
5.0,kerosene,40.0,,9.2,4.0,1
5.0,kerosene,40.0,86.0,7.4,3.0,0
,kerosene,40.0,80.0,,2.0,0
,kerosene,40.0,75.0,0.0,1.0,0
5.0,kerosene,50.0,,0.0,75.0,0
5.0,kerosene,50.0,96.0,0.0,72.0,0
5.0,,50.0,,0.0,70.0,0
5.0,kerosene,50.0,101.0,,68.0,0
5.0,,50.0,101.0,0.0,67.0,0
5.0,kerosene,50.0,100.0,,66.0,0
5.0,kerosene,50.0,104.0,4.0,,0
5.0,,50.0,106.0,11.2,60.0,0
5.0,kerosene,,94.0,6.4,55.0,0
5.0,kerosene,,108.0,13.2,52.0,0
5.0,kerosene,50.0,,12.5,51.0,0
,,50.0,,,50.0,1
,kerosene,50.0,108.0,13.4,,1
5.0,kerosene,50.0,,13.5,47.0,1
5.0,kerosene,50.0,106.0,,46.0,1
,,50.0,107.0,14.4,45.0,1
5.0,kerosene,50.0,,14.9,,1
5.0,kerosene,50.0,92.0,14.9,42.0,1
5.0,kerosene,50.0,92.0,13.6,40.0,1
5.0,kerosene,50.0,,14.3,38.0,1
,kerosene,50.0,,14.5,36.0,1
,kerosene,50.0,,14.2,35.0,1
5.0,kerosene,50.0,107.0,14.1,,1
5.0,kerosene,50.0,107.0,14.4,33.0,1
5.0,,50.0,106.0,14.1,32.0,1
5.0,kerosene,50.0,,14.2,30.0,1
,,,,,28.0,1
5.0,kerosene,50.0,108.0,,27.0,1
5.0,,50.0,107.0,13.3,26.0,1
5.0,kerosene,,106.0,12.5,25.0,1
,kerosene,50.0,105.0,12.9,,1
5.0,kerosene,50.0,92.0,12.3,23.0,1
5.0,kerosene,,,,22.0,1
5.0,,50.0,105.0,12.5,21.0,1
5.0,,50.0,105.0,11.5,,1
5.0,kerosene,50.0,,,19.0,1
5.0,kerosene,50.0,,12.0,18.0,1
,,50.0,88.0,10.6,17.0,1
5.0,kerosene,50.0,93.0,10.4,16.0,1
5.0,kerosene,,92.0,10.3,15.0,1
5.0,kerosene,50.0,90.0,11.0,,1
5.0,kerosene,50.0,89.0,,13.0,1
5.0,kerosene,50.0,92.0,9.9,12.0,1
5.0,kerosene,50.0,89.0,,11.0,1
,kerosene,50.0,90.0,,,1
5.0,kerosene,50.0,,10.2,9.0,1
,kerosene,50.0,91.0,11.2,8.0,1
,kerosene,50.0,90.0,11.3,,1
5.0,kerosene,50.0,90.0,,6.0,1
5.0,kerosene,50.0,,9.3,5.0,1
5.0,kerosene,50.0,86.0,8.3,,1
5.0,kerosene,50.0,84.0,5.8,3.0,0
5.0,kerosene,50.0,82.0,3.2,2.0,0
5.0,kerosene,,,0.0,,0
5.0,kerosene,60.0,102.0,0.0,75.0,0
,,60.0,102.0,0.0,72.0,0
5.0,kerosene,60.0,102.0,0.0,70.0,0
5.0,,,106.0,0.0,68.0,0
5.0,,60.0,97.0,2.8,67.0,0
5.0,kerosene,,102.0,3.7,66.0,0
5.0,kerosene,60.0,,4.4,65.0,0
5.0,,,95.0,9.5,,0
,kerosene,,107.0,11.0,,0
,,60.0,106.0,,52.0,0
5.0,kerosene,,105.0,11.6,51.0,0
5.0,kerosene,60.0,,12.5,50.0,1
5.0,,60.0,108.0,12.6,48.0,1
5.0,kerosene,60.0,110.0,,47.0,1
5.0,kerosene,,109.0,13.8,46.0,1
5.0,kerosene,60.0,108.0,14.2,45.0,1
5.0,kerosene,60.0,108.0,,44.0,1
,kerosene,60.0,,14.8,42.0,1
5.0,kerosene,60.0,107.0,,40.0,1
5.0,kerosene,60.0,108.0,14.6,38.0,1
5.0,kerosene,60.0,107.0,14.4,36.0,1
5.0,kerosene,,108.0,14.5,35.0,1
5.0,,60.0,108.0,14.1,34.0,1
,,,107.0,,33.0,1
5.0,kerosene,60.0,107.0,,,1
5.0,kerosene,60.0,106.0,14.0,,1
5.0,kerosene,60.0,107.0,13.6,28.0,1
5.0,,60.0,108.0,13.5,27.0,1
5.0,,60.0,106.0,,26.0,1
5.0,kerosene,60.0,106.0,12.5,25.0,1
5.0,kerosene,60.0,106.0,12.5,24.0,1
,,60.0,105.0,12.2,23.0,1
5.0,kerosene,60.0,107.0,12.3,22.0,1
5.0,kerosene,,105.0,,21.0,1
5.0,,60.0,104.0,,20.0,1
5.0,kerosene,60.0,90.0,12.2,19.0,1
5.0,kerosene,60.0,,11.9,18.0,1
5.0,kerosene,60.0,89.0,11.5,17.0,1
5.0,kerosene,60.0,92.0,,16.0,1
,kerosene,60.0,89.0,,15.0,1
5.0,kerosene,60.0,88.0,11.0,14.0,1
5.0,,,86.0,9.5,13.0,1
5.0,kerosene,60.0,,9.6,12.0,1
5.0,,60.0,90.0,9.3,,1
5.0,kerosene,60.0,88.0,9.9,10.0,1
5.0,kerosene,60.0,90.0,,9.0,1
5.0,kerosene,60.0,91.0,11.0,,1
5.0,kerosene,60.0,90.0,10.6,,1
5.0,kerosene,60.0,,10.2,6.0,1
5.0,kerosene,60.0,,9.7,5.0,1
5.0,kerosene,60.0,,8.6,4.0,1
5.0,,60.0,85.0,5.8,3.0,0
5.0,kerosene,60.0,83.0,3.4,2.0,0
,kerosene,60.0,84.0,0.0,1.0,0
5.0,,70.0,,0.0,,0
5.0,kerosene,,103.0,0.0,,0
,,70.0,,0.0,70.0,0
5.0,,70.0,104.0,,68.0,0
5.0,kerosene,,,1.9,67.0,0
,kerosene,70.0,102.0,2.8,,0
5.0,,70.0,102.0,3.2,65.0,0
,kerosene,70.0,106.0,7.2,60.0,0
5.0,kerosene,,,7.5,55.0,0
5.0,,70.0,108.0,,52.0,0
,kerosene,70.0,103.0,9.5,,0
5.0,kerosene,70.0,103.0,10.6,50.0,1
5.0,kerosene,70.0,105.0,11.0,48.0,1
5.0,,70.0,105.0,12.2,47.0,1
5.0,,70.0,106.0,12.0,,1
5.0,kerosene,70.0,,12.5,45.0,1
5.0,,70.0,106.0,,44.0,1
,kerosene,70.0,108.0,12.9,,1
5.0,kerosene,70.0,107.0,13.2,40.0,1
5.0,,,108.0,13.5,38.0,1
,,,106.0,13.5,36.0,1
5.0,kerosene,70.0,,13.6,35.0,1
5.0,kerosene,70.0,106.0,13.0,34.0,1
5.0,kerosene,70.0,91.0,,33.0,1
5.0,kerosene,,106.0,12.6,32.0,1
5.0,kerosene,70.0,90.0,13.0,30.0,1
,kerosene,70.0,92.0,13.3,28.0,1
,kerosene,70.0,95.0,12.9,,1
,kerosene,,106.0,,,1
,kerosene,70.0,106.0,11.6,,1
,kerosene,70.0,105.0,11.6,24.0,1
5.0,kerosene,70.0,,11.2,23.0,1
5.0,,70.0,,10.7,22.0,1
5.0,kerosene,70.0,104.0,,21.0,1
,kerosene,,104.0,11.0,20.0,1
5.0,kerosene,70.0,92.0,11.2,19.0,1
5.0,kerosene,70.0,,,18.0,1
,kerosene,,88.0,,17.0,1
5.0,kerosene,70.0,92.0,,16.0,1
5.0,kerosene,,90.0,10.7,,1
5.0,,70.0,87.0,,14.0,1
5.0,kerosene,70.0,86.0,9.3,13.0,1
5.0,kerosene,70.0,89.0,8.8,,1
5.0,kerosene,70.0,88.0,8.6,11.0,1
5.0,,70.0,,,,1
5.0,kerosene,,89.0,9.3,9.0,1
5.0,kerosene,70.0,,9.5,8.0,1
5.0,kerosene,70.0,90.0,10.2,,1
5.0,kerosene,,87.0,10.3,6.0,1
5.0,kerosene,70.0,86.0,9.5,5.0,1
5.0,kerosene,70.0,87.0,8.1,4.0,1
,kerosene,70.0,86.0,5.8,3.0,0
5.0,,,80.0,3.8,2.0,0
5.0,kerosene,,75.0,,1.0,0
,,80.0,96.0,0.0,,0
,kerosene,80.0,102.0,0.0,72.0,0
5.0,kerosene,80.0,,0.0,70.0,0
5.0,kerosene,,102.0,0.0,68.0,0
5.0,kerosene,80.0,96.0,2.0,67.0,0
5.0,kerosene,80.0,96.0,2.8,66.0,0
,kerosene,80.0,,2.8,65.0,0
5.0,kerosene,80.0,95.0,5.8,60.0,0
,,80.0,94.0,6.5,55.0,0
5.0,kerosene,80.0,107.0,8.2,52.0,0
5.0,kerosene,80.0,103.0,8.2,51.0,0
5.0,,80.0,103.0,,,0
5.0,kerosene,,106.0,10.5,48.0,0
,kerosene,80.0,104.0,11.9,,0
5.0,kerosene,80.0,106.0,11.2,,0
5.0,kerosene,80.0,105.0,11.6,45.0,1
5.0,kerosene,80.0,106.0,12.0,,1
5.0,kerosene,80.0,107.0,12.2,42.0,1
,kerosene,80.0,106.0,,,1
5.0,kerosene,80.0,,11.6,,1
5.0,kerosene,80.0,106.0,12.3,,1
5.0,,80.0,106.0,12.6,35.0,1
,kerosene,80.0,105.0,12.5,34.0,1
5.0,kerosene,80.0,106.0,12.3,,1
5.0,,80.0,106.0,11.8,32.0,1
5.0,kerosene,80.0,106.0,12.2,30.0,1
5.0,kerosene,80.0,,,28.0,1
5.0,kerosene,80.0,106.0,12.0,27.0,1
,kerosene,80.0,105.0,11.3,,1
,kerosene,80.0,,10.6,25.0,1
5.0,kerosene,80.0,,,24.0,1
,kerosene,80.0,104.0,11.3,23.0,1
5.0,,80.0,106.0,10.6,22.0,1
5.0,kerosene,80.0,92.0,10.5,,1
5.0,kerosene,,104.0,10.0,20.0,1
,kerosene,80.0,104.0,,19.0,1
5.0,kerosene,80.0,,10.7,18.0,1
5.0,kerosene,80.0,89.0,10.4,17.0,1
5.0,,80.0,91.0,10.3,,1
,kerosene,80.0,89.0,10.3,15.0,1
5.0,kerosene,80.0,90.0,10.6,14.0,1
5.0,kerosene,80.0,88.0,9.3,,1
5.0,kerosene,80.0,91.0,,12.0,1
5.0,kerosene,80.0,88.0,7.7,11.0,1
5.0,kerosene,,92.0,,10.0,1
5.0,kerosene,80.0,89.0,8.5,9.0,1
5.0,kerosene,80.0,90.0,9.3,8.0,1
5.0,kerosene,80.0,,10.0,,0
5.0,kerosene,80.0,88.0,9.5,,0
5.0,,80.0,86.0,9.5,,0
5.0,kerosene,,87.0,7.7,4.0,0
5.0,kerosene,80.0,85.0,5.0,3.0,0
,,80.0,80.0,3.2,2.0,0
,kerosene,80.0,75.0,0.0,1.0,0
,,90.0,,0.0,75.0,0
5.0,kerosene,90.0,98.0,0.0,72.0,0
5.0,,90.0,104.0,0.0,70.0,0
5.0,,90.0,102.0,0.0,,0
5.0,kerosene,90.0,96.0,2.1,67.0,0
5.0,kerosene,90.0,96.0,,,0
,kerosene,90.0,105.0,3.1,65.0,0
5.0,,90.0,95.0,6.4,60.0,0
5.0,kerosene,90.0,106.0,,55.0,0
5.0,kerosene,90.0,106.0,7.0,52.0,0
,kerosene,90.0,,8.5,51.0,0
5.0,,90.0,104.0,10.0,50.0,0
5.0,kerosene,90.0,106.0,10.9,48.0,0
,kerosene,90.0,106.0,11.0,,0
5.0,kerosene,90.0,106.0,,46.0,0
5.0,kerosene,90.0,107.0,13.1,,0
,kerosene,,106.0,,44.0,0
5.0,kerosene,90.0,,11.0,42.0,0
5.0,kerosene,,106.0,11.0,40.0,0
5.0,,90.0,110.0,12.2,38.0,0
5.0,kerosene,90.0,106.0,12.2,36.0,0
,kerosene,90.0,106.0,12.5,35.0,0
5.0,kerosene,,106.0,12.6,,0
5.0,kerosene,90.0,,,33.0,0
5.0,,90.0,106.0,12.6,32.0,0
5.0,kerosene,90.0,105.0,12.8,30.0,1
5.0,kerosene,90.0,106.0,12.8,28.0,1
5.0,kerosene,90.0,,,27.0,1
5.0,kerosene,90.0,105.0,11.5,26.0,1
5.0,kerosene,,,11.0,25.0,1
5.0,kerosene,,104.0,10.6,24.0,1
5.0,kerosene,,,,,1
,kerosene,90.0,,,22.0,1
5.0,kerosene,90.0,105.0,,21.0,1
,,90.0,,10.2,20.0,1
5.0,,90.0,91.0,10.2,19.0,1
5.0,kerosene,90.0,90.0,11.2,,1
5.0,kerosene,90.0,89.0,10.9,17.0,1
5.0,,90.0,,10.9,16.0,1
5.0,,90.0,,10.9,,1
5.0,kerosene,90.0,90.0,10.4,14.0,1
5.0,kerosene,90.0,88.0,9.5,13.0,1
5.0,kerosene,90.0,90.0,,12.0,1
5.0,kerosene,90.0,88.0,7.4,11.0,1
5.0,kerosene,,89.0,7.9,10.0,1
,kerosene,90.0,89.0,8.5,9.0,1
,kerosene,,90.0,8.9,8.0,1
5.0,kerosene,90.0,,10.0,,0
,kerosene,90.0,87.0,9.7,6.0,0
5.0,kerosene,90.0,86.0,9.2,5.0,0
5.0,kerosene,90.0,86.0,,,0
5.0,kerosene,90.0,85.0,4.4,3.0,0
5.0,kerosene,90.0,84.0,3.2,2.0,0
5.0,,90.0,,0.0,1.0,0
5.0,kerosene,100.0,,0.0,75.0,0
5.0,,100.0,102.0,0.0,,0
5.0,kerosene,,106.0,0.0,70.0,0
,kerosene,100.0,104.0,0.0,68.0,0
5.0,kerosene,100.0,103.0,1.5,67.0,0
5.0,kerosene,100.0,103.0,2.1,66.0,0
5.0,kerosene,,105.0,2.5,65.0,0
5.0,kerosene,100.0,95.0,3.4,60.0,0
,,100.0,105.0,,,0
5.0,kerosene,100.0,106.0,5.4,52.0,0
,kerosene,100.0,,4.9,,0
5.0,,100.0,95.0,5.7,50.0,0
,kerosene,100.0,105.0,,48.0,0
5.0,kerosene,100.0,104.0,7.4,47.0,0
5.0,kerosene,100.0,104.0,,46.0,0
5.0,kerosene,100.0,104.0,8.8,45.0,0
5.0,,100.0,,9.1,,0
5.0,kerosene,100.0,103.0,9.9,42.0,0
,kerosene,100.0,,,40.0,0
,kerosene,100.0,,,38.0,0
,kerosene,,104.0,10.3,36.0,0
,,100.0,104.0,,,0
,kerosene,100.0,105.0,,34.0,0
5.0,kerosene,100.0,105.0,10.0,,0
,kerosene,,105.0,,32.0,0
5.0,kerosene,100.0,103.0,10.3,,0
5.0,kerosene,100.0,105.0,,28.0,0
5.0,kerosene,100.0,,9.7,27.0,0
5.0,kerosene,100.0,,,26.0,0
5.0,kerosene,100.0,,,25.0,0
5.0,kerosene,100.0,104.0,,24.0,0
5.0,kerosene,100.0,103.0,6.5,23.0,0
5.0,kerosene,100.0,104.0,6.5,22.0,1
5.0,,100.0,92.0,5.6,21.0,1
5.0,kerosene,100.0,,6.0,20.0,1
5.0,kerosene,100.0,91.0,,19.0,1
5.0,kerosene,100.0,,7.0,18.0,1
5.0,kerosene,100.0,87.0,8.5,17.0,1
5.0,kerosene,100.0,91.0,9.0,16.0,1
5.0,kerosene,,90.0,9.9,15.0,1
,kerosene,100.0,88.0,9.7,14.0,1
5.0,kerosene,100.0,88.0,7.8,13.0,1
5.0,kerosene,100.0,,4.9,12.0,1
5.0,kerosene,100.0,,4.6,11.0,1
5.0,kerosene,,92.0,5.6,10.0,1
5.0,kerosene,,,5.2,,1
,kerosene,100.0,90.0,5.8,8.0,0
5.0,kerosene,100.0,89.0,7.1,7.0,0
5.0,kerosene,100.0,,7.5,6.0,0
5.0,kerosene,100.0,88.0,7.0,5.0,0
5.0,kerosene,100.0,86.0,,4.0,0
5.0,kerosene,100.0,85.0,3.7,3.0,0
,,100.0,,3.0,2.0,0
5.0,,100.0,,0.0,1.0,0
5.0,,110.0,108.0,0.0,75.0,0
5.0,,110.0,96.0,0.0,72.0,0
5.0,kerosene,110.0,96.0,0.0,70.0,0
,kerosene,110.0,,0.0,68.0,0
5.0,kerosene,110.0,96.0,1.5,67.0,0
,kerosene,110.0,96.0,1.9,66.0,0
5.0,kerosene,,106.0,2.7,65.0,0
5.0,,110.0,96.0,3.7,60.0,0
,kerosene,,95.0,3.4,55.0,0
5.0,kerosene,,,4.2,52.0,0
5.0,kerosene,,,4.8,51.0,0
5.0,kerosene,,,5.0,,0
,kerosene,110.0,104.0,5.7,48.0,0
5.0,kerosene,110.0,105.0,6.8,,0
,kerosene,,104.0,6.7,46.0,0
,kerosene,,106.0,6.8,,0
5.0,kerosene,,,7.4,44.0,0
,kerosene,,106.0,7.1,42.0,0
5.0,kerosene,110.0,,,40.0,0
,kerosene,110.0,108.0,7.8,38.0,0
5.0,,110.0,106.0,8.1,36.0,0
5.0,kerosene,110.0,107.0,8.9,,0
,kerosene,110.0,106.0,,34.0,0
,kerosene,110.0,104.0,,33.0,0
5.0,kerosene,110.0,107.0,,32.0,0
5.0,kerosene,110.0,106.0,10.6,30.0,0
5.0,kerosene,110.0,105.0,8.8,28.0,0
5.0,kerosene,110.0,106.0,9.3,27.0,0
5.0,kerosene,110.0,106.0,10.0,26.0,0
5.0,kerosene,110.0,104.0,8.5,25.0,0
,kerosene,110.0,106.0,9.2,24.0,0
5.0,kerosene,110.0,104.0,7.3,23.0,0
,kerosene,110.0,103.0,7.5,22.0,0
5.0,,110.0,92.0,,21.0,0
5.0,kerosene,110.0,95.0,6.1,20.0,0
5.0,kerosene,110.0,101.0,6.5,,0
,kerosene,110.0,,,18.0,0
,,110.0,100.0,7.0,17.0,0
5.0,,110.0,100.0,7.7,16.0,1
5.0,kerosene,110.0,92.0,,15.0,1
,kerosene,,91.0,9.3,14.0,1
5.0,kerosene,110.0,89.0,6.5,13.0,0
5.0,kerosene,,91.0,,,0
5.0,kerosene,110.0,,,11.0,0
5.0,kerosene,110.0,92.0,4.9,10.0,0
5.0,kerosene,110.0,,5.0,9.0,0
5.0,kerosene,,89.0,4.5,8.0,0
5.0,kerosene,110.0,92.0,7.0,7.0,0
5.0,kerosene,110.0,,,6.0,0
5.0,kerosene,110.0,89.0,7.5,5.0,0
,kerosene,110.0,87.0,6.7,4.0,0
,kerosene,,83.0,3.7,3.0,0
5.0,kerosene,110.0,79.0,3.1,2.0,0
,kerosene,110.0,74.0,0.0,1.0,0
5.0,kerosene,120.0,,0.0,75.0,0
5.0,kerosene,,96.0,,72.0,0
5.0,kerosene,120.0,96.0,0.0,70.0,0
,,120.0,96.0,,,0
5.0,kerosene,120.0,96.0,1.5,67.0,0
5.0,,120.0,96.0,1.9,66.0,0
5.0,kerosene,120.0,96.0,2.2,65.0,0
,kerosene,120.0,95.0,,60.0,0
5.0,kerosene,120.0,95.0,3.6,,0
5.0,,,,4.8,52.0,0
,kerosene,120.0,,4.2,,0
5.0,kerosene,120.0,103.0,5.0,50.0,0
5.0,kerosene,120.0,103.0,5.3,48.0,0
,kerosene,120.0,102.0,5.2,47.0,0
5.0,kerosene,120.0,,,46.0,0
5.0,kerosene,120.0,101.0,4.9,,0
,kerosene,120.0,104.0,6.1,44.0,0
,kerosene,120.0,104.0,,42.0,0
5.0,,120.0,,7.0,40.0,0
5.0,kerosene,120.0,105.0,,38.0,0
5.0,kerosene,120.0,,,36.0,0
5.0,,120.0,105.0,7.8,,0
5.0,kerosene,120.0,103.0,8.2,34.0,0
5.0,,120.0,,8.5,,0
5.0,kerosene,120.0,105.0,,32.0,0
5.0,kerosene,120.0,104.0,7.7,30.0,0
,kerosene,120.0,104.0,7.9,,0
,,120.0,106.0,7.7,27.0,0
5.0,,120.0,105.0,6.4,26.0,0
5.0,kerosene,,104.0,6.3,,0
,,120.0,103.0,5.7,24.0,0
5.0,kerosene,120.0,104.0,5.6,23.0,0
5.0,kerosene,120.0,,5.0,22.0,0
5.0,,120.0,,,21.0,0
5.0,kerosene,,92.0,5.7,20.0,0
,kerosene,120.0,104.0,6.5,19.0,0
5.0,,120.0,101.0,5.7,18.0,0
5.0,kerosene,120.0,,7.9,17.0,0
5.0,kerosene,120.0,90.0,7.7,16.0,0
5.0,,120.0,,,15.0,1
5.0,kerosene,120.0,89.0,9.0,,0
5.0,kerosene,120.0,88.0,,13.0,0
5.0,kerosene,120.0,90.0,4.2,12.0,0
,kerosene,120.0,89.0,4.0,11.0,0
5.0,kerosene,120.0,92.0,3.8,10.0,0
5.0,,120.0,89.0,3.9,9.0,0
5.0,kerosene,,91.0,4.0,8.0,0
5.0,kerosene,120.0,87.0,7.0,7.0,0
5.0,kerosene,,88.0,6.5,6.0,0
5.0,kerosene,120.0,94.0,6.0,5.0,0
5.0,kerosene,120.0,,4.2,4.0,0
,,120.0,84.0,,,0
5.0,kerosene,,78.0,,2.0,0
5.0,kerosene,120.0,74.0,,1.0,0
5.0,kerosene,130.0,,0.0,75.0,0
,,130.0,96.0,0.0,,0
5.0,kerosene,,96.0,0.0,70.0,0
5.0,kerosene,130.0,96.0,0.0,68.0,0
5.0,kerosene,130.0,96.0,1.5,67.0,0
5.0,kerosene,130.0,96.0,1.6,,0
5.0,kerosene,,96.0,1.9,65.0,0
5.0,kerosene,,95.0,3.4,60.0,0
5.0,kerosene,130.0,95.0,,55.0,0
,,130.0,105.0,,52.0,0
5.0,kerosene,130.0,103.0,3.7,51.0,0
5.0,kerosene,130.0,94.0,3.8,50.0,0
5.0,,130.0,102.0,4.4,48.0,0
5.0,kerosene,130.0,99.0,5.2,47.0,0
5.0,kerosene,130.0,97.0,,46.0,0
5.0,,130.0,106.0,5.7,,0
5.0,kerosene,130.0,,5.2,44.0,0
,kerosene,130.0,,,42.0,0
5.0,kerosene,130.0,,5.6,,0
5.0,kerosene,130.0,106.0,6.4,,0
,kerosene,130.0,105.0,6.3,,0
,,130.0,,,,0
5.0,kerosene,130.0,104.0,5.8,,0
5.0,kerosene,130.0,104.0,7.0,33.0,0
5.0,kerosene,130.0,92.0,8.3,32.0,0
5.0,kerosene,130.0,96.0,7.8,30.0,0
5.0,kerosene,130.0,96.0,7.4,28.0,0
5.0,kerosene,130.0,,6.3,27.0,0
5.0,kerosene,130.0,92.0,6.5,,0
5.0,kerosene,,96.0,6.1,,0
5.0,,130.0,96.0,4.8,24.0,0
5.0,kerosene,,96.0,,23.0,0
5.0,kerosene,130.0,96.0,4.2,22.0,0
,,130.0,92.0,3.7,21.0,0
5.0,kerosene,130.0,,4.2,20.0,0
5.0,kerosene,130.0,92.0,5.0,19.0,0
5.0,kerosene,130.0,89.0,5.3,18.0,0
,kerosene,130.0,90.0,5.6,17.0,0
5.0,kerosene,130.0,92.0,4.4,16.0,0
5.0,kerosene,,89.0,4.5,15.0,0
5.0,kerosene,130.0,91.0,,,0
5.0,kerosene,130.0,91.0,,,0
5.0,kerosene,,92.0,5.0,12.0,0
5.0,kerosene,130.0,,,11.0,0
,kerosene,130.0,91.0,4.0,10.0,0
5.0,kerosene,130.0,90.0,3.3,9.0,0
5.0,kerosene,130.0,88.0,,8.0,0
,kerosene,,88.0,5.3,7.0,0
5.0,kerosene,130.0,,4.9,6.0,0
5.0,kerosene,130.0,,4.5,5.0,0
,kerosene,,86.0,,4.0,0
5.0,kerosene,,86.0,3.4,3.0,0
5.0,,130.0,80.0,2.3,2.0,0
5.0,kerosene,130.0,74.0,0.0,,0
5.0,kerosene,140.0,96.0,,75.0,0
5.0,kerosene,,109.0,0.0,72.0,0
5.0,kerosene,,96.0,,70.0,0
5.0,kerosene,140.0,96.0,,,0
5.0,,140.0,96.0,0.8,67.0,0
5.0,kerosene,140.0,95.0,,,0
,kerosene,140.0,96.0,1.7,65.0,0
,kerosene,140.0,95.0,2.8,60.0,0
5.0,kerosene,140.0,107.0,,55.0,0
,kerosene,140.0,94.0,,,0
,kerosene,140.0,102.0,3.7,51.0,0
5.0,kerosene,140.0,95.0,,50.0,0
5.0,kerosene,140.0,104.0,,48.0,0
5.0,kerosene,,,4.3,47.0,0
5.0,kerosene,140.0,92.0,4.8,46.0,0
5.0,kerosene,140.0,93.0,4.6,45.0,0
5.0,kerosene,140.0,96.0,4.6,44.0,0
5.0,kerosene,140.0,105.0,4.0,42.0,0
5.0,,140.0,92.0,4.5,,0
5.0,kerosene,140.0,102.0,5.4,38.0,0
5.0,kerosene,140.0,106.0,4.3,36.0,0
,kerosene,,94.0,5.2,35.0,0
5.0,kerosene,140.0,102.0,5.2,34.0,0
5.0,kerosene,140.0,93.0,5.6,,0
5.0,kerosene,,,5.4,,0
,kerosene,140.0,93.0,5.7,30.0,0
5.0,,140.0,92.0,5.3,28.0,0
,,,,6.0,27.0,0
5.0,,140.0,92.0,6.4,,0
5.0,,140.0,94.0,5.7,25.0,0
5.0,kerosene,140.0,91.0,5.2,,0
