หมายเลขทางหลวง,หมายเลขตอนควบคุม,ชื่อตอน,รถยนต์นั่งไม่เกิน 7 คน,รถยนต์นั่งเกิน  7 คน,รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,รถบรรทุกขนาดเล็ก,รถบรรทุกขนาดกลาง,รถบรรทุกขนาดใหญ่,รถบรรทุกพ่วง,รถบรรทุกกึ่งพ่วง,รวม,รถจักรยานยนต์,จังหวัด
4013,101,นครศรีธรรมราช - ปากพนัง,49741855,46199671,1310987,1374015,1310987,22690152,9693737,1979085,1588311,630282,136519082,25891985,นครศรีธรรมราช
4013,102,ปากพนัง - หัวไทร,12269510,11135981,784750,2267057,211758,23741813,1644239,1233179,572992,0,53861279,23417947,นครศรีธรรมราช
4014,100,คลองเหลง - ขนอม,6948717,6731169,294329,1298885,198352,3903055,1209307,1318081,1132526,236743,23271164,4133399,นครศรีธรรมราช
4015,100,บ้านตาล - เขาธง,57870418,60400656,10033098,3277010,737986,23633130,15032076,7028440,3733859,2600523,184347196,31373199,นครศรีธรรมราช
4015,201,เขาธง - ฉวาง,56611730,51546957,1904249,846333,198359,24173381,2525774,806661,185135,39672,138838251,35360842,นครศรีธรรมราช
4015,202,ฉวาง - ห้วยปริก,16078281,16490168,176523,132392,73551,5200066,1824069,639895,250074,257429,41122448,17152128,นครศรีธรรมราช
4015,300,ห้วยปริก - บ้านส้อง,14475464,13365087,0,0,0,16386935,1110377,846726,405617,370126,46960332,10895892,สุราษฎร์ธานี
4016,101,นครศรีธรรมราช - พรหมคีรี,62304942,44318930,27056350,828205,743389,23883229,6465984,3687008,2035587,1162480,172486104,60004928,นครศรีธรรมราช
4016,102,พรหมคีรี - นบพิตำ,11836808,7086721,633772,140838,0,11151822,1113902,646575,332890,108829,33052157,9551389,นครศรีธรรมราช
4018,100,ทุ่งโป๊ะ - ไม้เสียบ,10181320,7834530,365849,0,53539,14758898,2507407,1579398,1061855,303387,38646183,10627478,นครศรีธรรมราช
4018,200,ไม้เสียบ - หัวถนน,6253717,6429434,36044,54067,0,1590463,887595,81100,0,0,15332420,13629319,พัทลุง
4019,100,ทุ่งใหญ่ - ช้างกลาง,19517473,8727325,773558,436366,267770,5127304,3629774,3193408,2092575,971907,44737460,16423239,นครศรีธรรมราช
4020,100,เมืองภูเก็ต - กะทู้,8998341,292473,183395,27569,24573,2777295,160021,56337,7791,3596,12531391,6189880,ภูเก็ต
4021,100,เมืองภูเก็ต - ห้าแยกฉลอง,20550286,11659653,170110,23626,18901,21972599,727695,207913,11813,0,55342596,37601495,ภูเก็ต
4022,100,โรงเรียนวิชิตสงคราม - สนามสุรกุล,563750,19059,5700,3028,3028,327206,7659,534,0,0,929964,453494,ภูเก็ต
4023,100,เมืองภูเก็ต - แหลมพันวา,5118479,3930889,169656,35212,9603,5233717,137645,64021,6402,3201,14708825,11984731,ภูเก็ต
4024,101,บางคู  - ตีนเขา,117247289,3087134,1411747,871711,255135,73457619,1637116,773910,310414,233874,199285949,72624178,ภูเก็ต
4024,102,ตีนเขา - หาดราไวย์,17657204,4998160,246474,0,0,16150078,343447,92933,8081,0,39496377,30813234,ภูเก็ต
4025,100,ท่าเรือ -  เชิงทะเล,10793871,3419539,131911,30441,25368,11321515,360219,136985,5074,10147,26235070,11090671,ภูเก็ต
4026,100,ทางเข้าสนามบินภูเก็ต,11961616,1911447,164312,346714,10552,5592640,135671,34671,10552,10552,20178727,7092552,ภูเก็ต
4027,100,ท่าเรือ - เมืองใหม่,55617555,2324827,335174,192547,64182,66471500,4542683,1711529,164022,185416,131609435,49363343,ภูเก็ต
4028,100,ห้าแยกฉลอง - กะรน,21628977,19303956,160238,25135,21993,16947516,1467277,339327,3142,0,59897561,33998716,ภูเก็ต
4029,100,กะทู้ - ป่าตอง,15581599,9032178,67325,8268,8268,9149110,535056,252764,0,0,34634568,20152611,ภูเก็ต
4030,100,ถลาง - หาดราไวย์,112916670,92555861,651072,88783,73986,88545846,1346536,458710,14797,0,296652261,125479408,ภูเก็ต
4031,100,มุดดอกขาว - สนามบินภูเก็ต,15579361,2117073,95579,176821,71684,13008288,664273,200716,95579,52568,32061942,15846982,ภูเก็ต
4032,101,บางไทร - ตำตัว,2822735,1150912,62727,24546,32727,4625467,158182,49091,73637,16364,9016388,8484568,พังงา
4032,102,ทางเข้าบางไทร,84622,34503,1880,736,981,138665,4742,1472,2208,491,270300,254355,พังงา
4033,100,ในช่อง - ในไร่,2486646,282970,5814,11629,15505,354681,145361,114351,44577,58145,3519679,1598974,กระบี่
4034,100,ปากน้ำกระบี่ - เขาทอง,37097171,3630889,756435,254799,0,20750210,732548,374236,15925,183137,63795350,38227842,กระบี่
4035,100,นาชุมเห็ด - โคกมะพร้าว,1417569,186522,2926,0,0,190911,78266,54860,103136,24870,2059060,1132300,สุราษฎร์ธานี
4037,100,เหนือคลอง - สองแพรก,29558594,20096426,7801711,1184297,2051154,44539344,5762766,6361019,7484270,4151145,128990726,34161482,กระบี่
4037,200,สองแพรก - ควนสว่าง,20165420,18642631,1781202,1245918,2002698,6903311,3100952,2159592,2233424,1209002,59444150,21254445,สุราษฎร์ธานี
4038,100,คลองท่อม - ทุ่งใหญ่,16221761,11570220,136810,1426733,508152,25915729,2091239,2853466,2247593,1739442,64711145,15225002,นครศรีธรรมราช
4038,200,ทุ่งใหญ่ - วัดขนาน,2763465,1929281,0,0,18374,3241191,573272,503450,158017,22049,9209099,4152547,นครศรีธรรมราช
4039,100,ยางอุง - นาสาร,1210594,280216,22039,1574,1574,2655751,196781,168444,94455,56673,4688101,1371167,สุราษฎร์ธานี
4041,100,บางผึ้ง - โคกยาง,1050256,649395,153931,28862,19241,1194567,118655,54517,19241,14431,3303096,1704462,กระบี่
4045,100,บางรัก - ควนขัน,10308874,5369889,195163,81157,104345,16751195,502401,160382,67631,40579,33581616,13425690,ตรัง
4046,101,ตรัง - สิเกา,48073126,38833353,0,0,339778,66344421,6674996,5798149,3058003,2203078,171324904,42527070,ตรัง
4046,102,ถนนเลี่ยงเมืองสิเกา,3516841,3351943,0,0,0,4452233,535552,385247,252454,132794,12627064,2321699,ตรัง
4046,200,สิเกา - ควนกุน,18347343,8518891,891041,195759,148507,13460118,864040,850539,722283,465771,44464292,14540168,ตรัง
4047,100,ลำปำ - พัทลุง,7811812,7963938,306921,240199,122768,6466696,376312,202835,21351,0,23512832,7726408,พัทลุง
4048,100,สี่แยกช่องโก - ทุ่งข่า,20323273,15424769,2213915,1844929,1106957,14370108,1072093,650810,395134,235337,57637325,17763616,พัทลุง
4049,100,ห้วยทราย - ปากพะยูน,7191929,1930128,32035,40044,16018,11909130,2835126,1537695,208230,40044,25740379,12958287,พัทลุง
4051,100,นาลาน - เจ๊ะบิลัง,6901617,7500739,87023,36818,33471,10667048,465240,214211,60247,26776,25993190,11503811,สตูล
4052,100,เขาขาว - ท่าเรือปากบารา,16031475,16783485,215348,188002,17091,14001050,916084,594771,352077,88874,49188257,20789644,สตูล
4053,100,ควนเนียง - ปากบาง,2902144,2525975,157991,112851,39498,1090890,99685,50783,1881,0,6981698,2567353,สงขลา
4054,100,สะเดา - มาเลเซีย (เขตแดนไทย/มาเลเซีย),7753828,3459693,617258,522002,95256,10672468,598207,754427,369593,2640493,27483225,7235636,สงขลา
4055,101,นราธิวาส - มะนังตายอ,6138729,7635142,143706,6248,12496,5485805,124961,153078,96845,109341,19906351,6616706,นราธิวาส
4055,102,มะนังตายอ - จือมอ,30476679,25819640,538569,332646,142562,30001471,4498637,4387755,316805,190083,96704847,65752961,นราธิวาส
4055,103,จือมอ - สุคิริน,5309270,4966736,31549,0,0,7914327,0,18028,0,0,18239910,6769544,นราธิวาส
4056,101,เขากง - โคกสุมุ,11833008,7602804,125268,72270,2409,6562116,619113,688974,57816,57816,27621594,9891354,นราธิวาส
4056,102,โคกสุมุ - บ้านโคก,16135920,10367460,170820,98550,3285,8948340,844245,939510,78840,78840,37665810,13488210,นราธิวาส
4056,103,บ้านโคก - สุไหงโก - ลก,142708994,55569684,0,0,522039,75036246,508301,508301,535777,439612,275828954,210477906,นราธิวาส
4057,100,สุไหงโก - ลก - บูเก๊ะตา (เขตแดนไทย /มาเลเซีย),20266622,20918581,0,0,0,21291130,242156,204902,0,0,62923391,37133742,นราธิวาส
4058,101,ยี่งอ - มะรือโบ,7199465,7418006,78345,131949,70098,3509018,548413,791694,74221,0,19821209,6230465,นราธิวาส
4058,102,มะรือโบ - รือเสาะ,7845759,5939313,337294,58660,21997,4194181,109987,87990,21997,14665,18631843,10478121,นราธิวาส
4060,100,สายบุรี - กะรุบี,10002825,9744131,813038,757603,277172,3480047,1207238,923906,0,0,27205960,9115875,ปัตตานี
4060,200,กะรุบี - ต๊ะโล๊ะหะลอ,5288149,5890965,41574,145507,58203,1130799,133035,112248,29101,4157,12833738,8992348,ยะลา
4060,300,ตะโล๊ะหะลอ - ศรีสาคร,12182996,9481155,345967,65899,49424,4588187,247120,148272,16475,32949,27158444,12257132,นราธิวาส
4061,101,ยะรัง - สะกำ,9447806,6361330,253584,217358,86943,825959,260829,246339,101434,50717,17852299,13693523,ปัตตานี
4061,102,สะกำ - ปะนาเระ,8087512,5445426,217073,186062,74425,707037,223275,210871,86829,43415,15281925,11721931,ปัตตานี
4062,100,บูเก๊ะตา - สอวอนอก,22175616,17202629,165265,0,0,26983337,0,0,0,0,66526847,24759766,นราธิวาส
4063,100,ปารามีแต - โกตาบารู,17142923,16990895,173746,188225,3620,8093660,5255812,2895764,618970,177366,51540981,15343929,ยะลา
4065,100,บ้านเนียง - ยะหา,14020818,20481391,1292115,0,0,1637726,1190002,738351,176733,486998,40024134,20830930,ยะลา
4066,100,โกตาบารู - บือเล็งใต้,32035051,17095551,530968,193079,0,10490634,1552678,796452,394203,490743,63579359,22461542,ยะลา
4066,200,บือเล็งใต้ - บ้านทอน,47437048,25314849,786249,285909,0,15534382,2299184,1179374,583731,726685,94147411,33260733,นราธิวาส
4067,100,โกตาบารู - แบหอ,8069603,10093984,41884,209419,4654,3122666,381608,218726,181496,69806,22393846,16153166,ยะลา
4067,200,แบหอ - รือเสาะ,9703143,12137323,50362,251812,5596,3754792,458857,263003,218237,83937,26927062,19423074,นราธิวาส
4068,100,ลำใหม่ - ลำพะยา,2626796,1306545,6853,0,0,276385,109640,22842,0,0,4349061,3188701,ยะลา
4070,100,ยะหา - บาละ,39231950,47165161,162788,1117812,86820,2528643,1150370,727121,130231,65115,92366011,49129471,ยะลา
4071,100,โกตาบารู - วังพญา,4656606,4327790,48355,87039,0,3607298,304638,140230,96710,4836,13273502,7301635,ยะลา
4071,200,วังพญา - พิเทน,1891868,3767804,95589,59743,31863,79658,91606,39829,47795,23897,6129652,4066520,ปัตตานี
4074,100,กะลาพอ - ปากู,4583670,6017536,511256,82271,58765,1563149,1433866,276196,123407,88148,14738264,7380884,ปัตตานี
4075,100,ตอหลัง - บ้านนอก,817600,337260,38325,0,0,638750,35770,17885,0,0,1885590,1683745,ปัตตานี
4076,100,บ้านใหม่ - ปาเซปูเต๊ะ,427050,560640,47633,7665,5475,145635,133590,25733,11498,8213,1373132,687660,ปัตตานี
4077,101,ยะหา - บาจุ,9260050,9709000,324850,182500,244550,313900,394200,350400,266450,21900,21067800,9486350,ยะลา
4077,102,บาจุ - บันนังสตา,20445264,21436501,717236,402942,539942,693060,870354,773648,588295,48353,46515595,20944912,ยะลา
4081,100,ท่านางพรหม - จงเก,11400447,1249687,53053,23579,23579,8323387,554107,677896,64842,23579,22394156,7574754,พัทลุง
4082,100,ยะลา - โต๊ะปะเก๊ะ,20152667,7703606,368217,169628,24824,914338,819180,384767,53785,136530,30727542,27595624,ยะลา
4083,100,ทางเข้าระโนด,3302468,924143,136988,197052,21075,7353102,159117,93784,34774,21075,12243578,7365747,สงขลา
4084,101,ปูต๊ะ - นราธิวาส,2715334,1466216,41709,14972,7486,3085363,58820,78070,38500,25667,7532137,4158022,นราธิวาส
4084,102,นราธิวาส - สะปอม,10419282,5626166,160044,57452,28726,11839160,225703,299570,147733,98489,28902325,15955166,นราธิวาส
4085,100,ปากน้ำเทพา - ธารคีรี,17814089,10808153,0,0,0,45080912,2041931,1619463,1267406,176029,78807983,29449576,สงขลา
4085,200,ธารคีรี - บันนังดามา,459139,278569,0,0,0,1161913,52629,41740,32666,4537,2031193,759032,ยะลา
4086,100,ทางเข้าจะนะ,103426,62751,0,0,0,261734,11855,9402,7358,1022,457548,170981,สงขลา
4089,100,เตาปูน - ท่าสาป,1181040,177855,666,0,0,47295,42632,64614,50626,19984,1584712,985865,ยะลา
4090,100,นบปริง - นิคม,4974179,2772493,519842,305790,183474,15416897,840922,524939,917369,45868,26501773,7012777,พังงา
4090,200,นิคม - หินดาน,6095025,1163008,215372,32306,53843,16669785,818413,538430,936868,226140,26749190,7290339,พังงา
4091,101,บางสีกิ้ม - เขาค่าย,18268302,2439874,225535,20503,0,12404403,1025157,553585,205031,0,35142390,7422138,ระนอง
4091,102,เขาค่าย - เขาปีบ,22656849,274409,77663,0,0,9759635,1061393,398669,181213,207101,34616932,9143509,ชุมพร
4091,200,เขาปีบ - นาเหนือ,2395860,29018,8213,0,0,1032038,112238,42158,19163,21900,3660588,966885,ชุมพร
4092,100,รามัน - จะรังตาดง,1737400,1005210,0,0,0,1824270,124100,86870,43435,0,4821285,4318680,ยะลา
4092,200,จะรังตาดง - มายอ,3679200,5039190,151110,118260,105120,105120,157680,98550,65700,59130,9579060,5400540,ปัตตานี
4094,101,บ่อล้อ - เชียรใหญ่,7851198,5883238,399097,168584,58488,3378561,1045909,550478,168584,37845,19541982,5927964,นครศรีธรรมราช
4094,102,เชียรใหญ่ - ปากพนัง,18138325,17199346,587816,229019,137412,10886048,1022953,534378,244287,91608,49071192,16726039,นครศรีธรรมราช
4095,100,สะบ้าย้อย - เขาแดง,5598327,2369103,30180,0,0,20642887,603593,339521,143353,143353,29870317,18983006,สงขลา
4098,100,เขามัทรี - หาดทรายรี,2244385,508901,125268,167024,2610,3721504,88732,148756,57415,54805,7119400,4389600,ชุมพร
4099,100,เขาม่วง - วัดแหลมทราย,1020175,526695,18980,0,0,1599065,362993,18980,28470,4745,3580103,1539753,ชุมพร
4100,100,ทำเนียบ - คีรีรัฐนิคม,4723646,2815496,0,31153,0,2827178,576339,369948,128508,62307,11534575,3345105,สุราษฎร์ธานี
4103,101,ปากพูน - เบญจม,34055919,32155868,2400065,1025028,615017,23935646,2855077,2355064,965026,740020,101102730,19135517,นครศรีธรรมราช
4103,102,เบญจม - จังหูน,71026241,5535970,704465,99747,99747,55409570,5392583,1951305,1496208,1134624,142850460,17100411,นครศรีธรรมราช
4107,100,มะรือโบ - ตันหยงมัส,9457565,8036611,0,0,0,6206659,1492634,1471552,0,0,26665021,7889034,นราธิวาส
4110,101,ทุ่งสง - ทุ่งใหญ่,27949988,9066746,662570,1011291,662570,7392885,2580535,1673861,1081035,453337,52534818,22143784,นครศรีธรรมราช
4110,102,ทุ่งใหญ่ - บางรูป,12097396,11459520,200263,0,0,2351241,2150978,2507002,1461182,1505684,33733266,7877029,นครศรีธรรมราช
4110,200,บางรูป - พระแสง,9691287,14970221,426070,635494,0,4462902,1957033,1141001,974906,671602,34930516,10593977,สุราษฎร์ธานี
4111,100,ทางเข้าท่าเรือเกาะนก,56447,61347,712,301,274,87244,3805,1752,493,219,212594,94088,สตูล
4112,100,สี่แยกละแม - สวนแตง,9696548,6230612,141261,0,0,10856905,1145222,781980,570088,257297,29679913,10912400,ชุมพร
4112,201,สวนแตง - ไชยา,15493489,4338737,41988,321906,13996,13799982,1581540,671804,167951,69980,36501373,13967933,สุราษฎร์ธานี
4112,202,ไชยา - พุนพิน,20447902,15409050,744527,744527,186132,6714038,1728366,1063610,305788,0,47343940,13561028,สุราษฎร์ธานี
4113,100,ประกอบ - บ้านวัด,223654,168521,0,11443,0,451469,5201,0,0,1040,861328,1259743,สงขลา
4114,100,สมอทอง - ชายทะเล,11941648,1958967,11501,42170,15334,1698283,578873,233849,61338,0,16541963,7157322,สุราษฎร์ธานี
4115,101,สุคิริน - กรือซอ,8329994,5736431,0,0,0,7394781,114729,90392,79962,0,21746289,12752261,นราธิวาส
4115,102,กรือซอ - แว้ง,4761870,3279251,0,0,0,4227253,65585,51673,45711,0,12431343,7289875,นราธิวาส
4115,103,ทางเลี่ยงเมืองกรือซอ,1486718,1023825,0,0,0,1319804,20477,16133,14272,0,3881229,2275994,นราธิวาส
4116,100,โคกบก - บ่อน้ำร้อน,23669770,9694924,547509,273755,0,13060104,2256807,694402,607602,120185,50925058,12325640,นครศรีธรรมราช
4118,100,บางเหรียง - พนม,14427927,892449,578439,528859,479278,13502424,809815,727181,512332,363590,32822294,14824571,สุราษฎร์ธานี
4119,100,ปากคลอง - ปากน้ำชุมพร,6855419,1350162,116771,155694,12164,6753245,1989969,496276,90011,26760,17846471,11285411,ชุมพร
4121,100,แม่ขรี - โหล๊ะจังกระ,9076528,8162904,83600,0,5971,10055838,1158452,710597,131371,35828,29421089,22416636,พัทลุง
4122,101,ป่าบอนเหนือ - โหล๊ะจังกระ,16351882,1521928,684278,11798,35394,5497819,601693,412926,153373,35394,25306485,12541162,พัทลุง
4122,102,โหล๊ะจังกระ - บ้านนา,13576160,2289815,918251,92987,0,16040327,685782,569548,162728,69741,34405339,20480475,พัทลุง
4123,100,บ้านโพธิ์ - ห้วยยอด,28291288,2416500,284965,45594,22797,33124288,2188528,148182,11399,22797,66556338,69200810,ตรัง
4124,100,นาโยงเหนือ - ย่านตาขาว,10439602,3342427,140364,0,0,30555575,1824737,1158006,298274,254410,48013395,20308974,ตรัง
4125,100,ท่าพญา - ทุ่งยาว,25038398,7382739,7343417,4079676,167119,26778405,4679339,1150174,216272,235933,77071472,18894307,ตรัง
4129,100,ทางเข้าอ่าวมะขาม,68795,14147,0,0,0,109712,4022,694,0,0,197370,76979,ภูเก็ต
4133,101,ท่าโรงช้าง - ควนสามัคคี,12166326,5712615,663899,92637,0,46488335,1945377,1605708,308790,494064,69477751,33534594,สุราษฎร์ธานี
4133,102,ควนสามัคคี - พระแสง,12122833,3829653,639156,385606,0,6497204,1484321,797624,765931,591615,27113943,10157824,สุราษฎร์ธานี
4134,100,หลังสวน - ละแม,4928230,1773535,282510,31390,0,16385580,2511200,1216363,1412550,769055,29310413,10758923,ชุมพร
4135,100,ทางเข้าสนามบินหาดใหญ่,43704369,31043711,550302,650695,126421,46455878,1372036,948155,654413,423881,125929861,15441913,สงขลา
4136,101,นราธิวาส - ปาเซปูเต๊ะ,15331711,11760746,289538,82725,62044,10354420,227494,454988,124088,62044,38749798,19626520,นราธิวาส
4136,102,ตะโละไกรทอง - กอตอ,170470,130765,3219,920,690,115128,2529,5059,1380,690,430850,218223,นราธิวาส
4137,100,ทุ่งตำเสา - สวนเทศ,16255869,15400747,786712,795263,196678,11356020,2043742,1368195,726854,376254,49306334,12989303,สตูล
4138,100,โคกสัก - หาดไข่เต่า,6558416,1592925,145872,23340,17505,6546747,402607,355928,75854,29174,15748368,8717326,พัทลุง
4139,100,เขาค่าย - เขาทะลุ,957897,657162,0,0,0,5126421,30630,33415,27846,2785,6836156,3792605,ชุมพร
4140,100,ท่าศาลา - นบพิตำ,18196098,16032818,391231,23014,0,18065688,1196708,790134,1004928,237807,55938426,15572546,นครศรีธรรมราช
4141,100,หน้าทับ - ทอนหงส์,5865922,4206164,140566,0,0,10347811,870427,475761,232474,59470,22198595,13132097,นครศรีธรรมราช
4142,100,บ้านใน - บ้านโฉ,35641995,23388470,1296535,1245690,1207557,25333272,3991293,2771025,1410935,877068,97163840,26566251,สุราษฎร์ธานี
4142,200,บ้านโฉ - ขนอม,12985660,8521261,472374,453850,439956,9229822,1454172,1009584,514054,319547,35400280,9679041,นครศรีธรรมราช
4143,100,ซอยสิบ - บ้านกรูด,5674071,4528345,1342136,589230,207322,10158769,1702221,1811338,1658575,1254843,28926850,7747289,สุราษฎร์ธานี
4144,100,ภูงา - อ่าวพังงา,835896,48089,79205,0,0,1342242,73548,22630,0,0,2401610,1677449,พังงา
4145,100,คลองแงะ - บาโรย,13833500,5876500,73000,91250,18250,15403000,1387000,1186250,921625,2044000,40834375,11232875,สงขลา
4147,100,ลำแก่น - ทับละมุ,2015004,1009170,40033,5004,25021,3581303,136780,65054,0,0,6877369,3784805,พังงา
4150,100,หัวไทร - ปากเหมือง,7099177,5144164,444059,126874,115340,4584765,2537480,1141866,415224,5767,21614716,6712788,นครศรีธรรมราช
4151,100,บ่อล้อ - กุมแป,4987375,3645868,277677,191129,108186,7064546,2203388,1518210,840245,757302,21593926,4958525,นครศรีธรรมราช
4151,201,กุมแป - ควนหนองหงส์,9233710,6750022,514097,353859,200297,13079420,4079390,2810840,1555643,1402082,39979360,9180298,นครศรีธรรมราช
4151,202,ควนหนองหงส์ - น้ำตก,10077904,7548700,287940,0,23346,12980651,2529204,1579779,1050592,793781,36871897,10319151,นครศรีธรรมราช
4151,203,กะปาง - บางขัน,4405824,662566,33854,38690,4836,6785259,870525,672239,2113441,265994,15853228,2969458,นครศรีธรรมราช
4151,300,น้ำตก - กะปาง,10058524,945350,89808,33087,89808,11259119,1295130,345053,0,0,24115879,9042273,ตรัง
4151,400,บางขัน - ลำทับ,14502180,11620140,766500,868700,163520,18743480,1992900,2687860,6643000,2698080,60686360,15432200,นครศรีธรรมราช
4152,100,บางชุมโถ - วัดประดู่,650409,133050,6652,0,0,555739,24563,2559,0,0,1372972,568020,สุราษฎร์ธานี
4153,100,หนองขรี - เทศบาลเมืองท่าข้าม,16386455,13724494,1024535,1542900,1738050,42841401,2390581,2860159,1609983,811090,84929648,8772577,สุราษฎร์ธานี
4154,100,ทางเข้าคันธุลี,664693,459486,23792,0,7435,492200,124909,62454,41636,25279,1901884,807446,สุราษฎร์ธานี
4155,100,บาเจาะ - บ้านทอน,4012833,3412300,43747,31816,0,3396392,151128,202829,151128,15908,11418081,8451210,นราธิวาส
4156,100,เขาพนม - ทุ่งใหญ่,29280829,22071422,1551204,723895,561388,28483067,3309236,3235369,4387692,1048910,94653012,24893137,กระบี่
4157,101,ละหาร- บางเก่า,3181413,3024208,484939,412998,333063,1500114,586190,285102,149212,0,9957239,3407896,ปัตตานี
4157,102,บางเก่า - ปะนาเระ,8694410,8264786,1325279,1128671,910219,4099625,1601985,779147,407778,0,27211900,9313358,ปัตตานี
4158,100,คลองเต็ง - เขาวิเศษ,17490645,1449242,0,0,0,36553746,2065316,2041847,997454,809698,61407948,19456216,ตรัง
4159,100,นาวง - ต้นชด,22698732,1961014,0,0,0,29791065,3701413,2843470,1691374,735380,63422448,20018681,ตรัง
4161,100,สิชล - จอมทอง,2012056,1313739,27631,27631,0,1620195,143180,47727,0,0,5192159,2537049,นครศรีธรรมราช
4162,100,ต้นมะม่วง - ปากเมง,9071016,544796,3342,0,3342,14552396,340915,227277,20054,0,24763138,10300984,ตรัง
4163,101,ควนดินสอ - เขาปู่,3790743,2862597,185629,195399,0,3116616,674127,693667,9770,9770,11538318,8431471,พัทลุง
4163,102,เขาปู่ - ป่าพะยอม,5811223,3617282,72527,18132,45329,12302386,453294,63461,18132,54395,22456161,21322926,พัทลุง
4164,100,สี่แยกโพธิ์ทอง - เขาปู่,10903729,5832081,351936,0,6285,2243591,509050,257667,106838,157114,20368291,9565116,พัทลุง
4165,100,ชะอวด - บ้านตูล,4352914,3355371,228394,181371,104121,6243879,1709594,1084870,570984,382895,18214393,4614895,นครศรีธรรมราช
4167,100,ป่าไหม้ - ไทรทอง,3584592,3482976,154176,0,0,802416,367920,0,0,0,8392080,2687568,ปัตตานี
4167,200,ไทรทอง - ต้นไทร,924526,898318,39765,0,0,206956,94893,0,0,0,2164458,693169,นราธิวาส
4168,100,ต้นไทร - ปะลุกาสาเมาะ,3651278,2837510,151840,180310,139978,2080683,1447225,524323,241995,0,11255142,4232540,นราธิวาส
4168,200,ปะลุกาสาเมาะ - ตะโละดือรามัน,901585,700647,37493,44523,34564,513769,357353,129467,59754,0,2779155,1045112,ปัตตานี
4169,100,ทางรอบเกาะสมุย,95201344,29063227,871562,16761,0,111274951,4374569,2145382,838040,134086,243919922,86720379,สุราษฎร์ธานี
4170,100,สระเกศ - หัวถนน,9808581,2273156,238652,11933,29831,1724258,375876,155124,11933,0,14629344,5178740,สุราษฎร์ธานี
4174,100,ลิปะน้อย - แหลมโจรคร่ำ,2227207,1103033,131817,57204,18653,789657,159175,244980,95754,73370,4900850,2151350,สุราษฎร์ธานี
4176,100,ปะแต - บาละ,4468130,6536113,198226,144652,21430,2089413,503602,176797,0,0,14138363,10639935,ยะลา
4177,100,เขาหมอน - บ้านพ่วง,9100180,3333436,108807,0,0,15153778,1909060,1533183,999042,0,32137486,8328643,สุราษฎร์ธานี
4178,100,น้ำเกลี้ยง - หนองดุก,1913991,443030,34845,2489,2489,4198833,311117,266316,149336,89602,7412048,2167862,สุราษฎร์ธานี
4181,100,โคกทราย - ปากพะยูน,5526093,3898965,921015,951716,10234,9322723,1698762,839147,204670,10234,23383559,11052185,พัทลุง
4183,100,ทางเข้าด่านศุลกากรสตูล,28242,5808,0,0,0,45040,1651,285,0,0,81026,31602,สตูล
4184,100,ควนสตอ - ด่านชายแดนวังประจัน(เขตแดนไทย/มาเลเซีย),4282709,4617670,79753,47852,15951,4625645,247233,39876,7975,7975,13972639,11635890,สตูล
4185,100,คชาธาร - วัดมูลเหล็ก,3115056,1725720,15768,0,0,809424,96360,89352,21024,1752,5874456,2221536,สุราษฎร์ธานี
4186,100,โรงเหล็ก - ห้วยพาน,5145027,3554966,278110,48367,0,13597139,1172897,1094301,290201,6046,25187054,11088107,นครศรีธรรมราช
4187,101,สี่แยกโพธิ์ทอง - ควนขนุน,1893697,1571172,43475,0,0,2819818,102116,50553,7077,5055,6492963,4555791,พัทลุง
4187,102,ควนขนุน - ทะเลน้อย,10563683,8764529,242519,0,0,15729904,569638,281999,39480,28200,36219952,25413750,พัทลุง
4188,100,ห้วยพาน - น้ำตกกรุงชิง,1767330,1199025,32850,0,0,2197665,13140,19710,3285,0,5233005,2953215,นครศรีธรรมราช
4189,100,ท่าพุด - ยอดเหลือง,660285,502605,0,0,0,1139895,213525,68985,236520,29565,2851380,2181240,นครศรีธรรมราช
4191,100,ไชยา - เขาหลัก,33192680,30440439,679770,132638,0,13313547,2254847,1326381,746089,381334,82467725,17458487,สุราษฎร์ธานี
4192,100,เกาะมุกข์ - โมถ่าย,7443073,7523913,57743,34646,34646,7408427,1524415,987405,150132,69292,25233692,7206326,สุราษฎร์ธานี
4193,100,สุไหงปาดี - บือเลาะ,14591990,13300945,0,0,0,15412839,159388,0,0,0,43465162,29415092,นราธิวาส
4194,100,ควนสงสาร - กระทูน,9817968,7575727,478925,152385,76193,13736447,2917090,816350,272117,87077,35930279,15118800,นครศรีธรรมราช
4195,100,ควนลำภู - จันดี,16414606,4796037,342945,431280,119511,4473877,1402958,1013247,504026,384514,29883001,11395135,นครศรีธรรมราช
4197,100,เขาต่อ - ปลายพระยา,12652780,12071043,23269,52356,250147,11948878,360677,174521,151252,139617,37824540,9889529,กระบี่
4198,100,เขาสวนทุเรียน - อ่าวมะม่วง,872642,598673,0,0,0,4670157,27904,30441,25368,2537,6227722,3455054,ชุมพร
4199,100,บ่อพระ - ควนสามัคคี,14253016,12883066,2995901,505083,138379,2594603,3189631,615786,415136,242163,37832764,12301875,สุราษฎร์ธานี
4201,100,ช่องพลี - อ่าวพระนาง,4063561,222592,127737,7588,0,2124738,56913,10118,2529,0,6615776,7308846,กระบี่
4202,100,ช่องพลี - หาดนพรัตน์ธารา,5209355,2212929,1365637,211325,47847,5257202,277115,3987,9968,0,14595365,9924290,กระบี่
